"Key","Year","Site","Block","Point","SampleCode","Code","BlockType","RSFalconTube","BSFalconTube","FarmSite","Date","Initials","ArrivalTime","DepartureTime","ATTemp","DTTemp","PlantID","PlantHeight","TotalFlower","Buds","ImmatureFruit","MatureFruit","LeafNo","RSNitrateRead","RSNitriteRead","BSNitrateRead","BSNitriteRead","RSTinWeight","BSTinWeight","RSWetWeight","BSWetWeight","RSDryWeight","BSDryWeight","BD","FarmKey","orgFarmCode","FarmType","FocalCrop","soilOrder","soilSeries","soilType","Long","Lat","firstPolyYear","conversionYrs","MonoYears","PolyYears","FallowYears","MonoProp","PolyProp","FallowProp","pH","P","K","Ca","Mg","Zn","B","Mn","Cu","Pb","Al","Na","S","CEC","OM","Presence","Absence"
79,2017,"VI","N1","1","VI_N1_1","2017_VI_N1_1","N","9.917","10.025","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","92","2","21","7","3","174","0","0","0.5","0","0.499","0.486","10.172","10.077","9.596","9.531",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.38,45.57537012,43.69111709,914.2833109,214.269852,3.879542396,0.30224428,7.66487214,0.238314266,0.78204576,3.000333109,54.11843876,16.34253028,6.439468804,0.802868177,"43","57"
80,2017,"VI","N1","2","VI_N1_2","2017_VI_N1_2","N","10.097","10.058","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","94","5","39","6","3","242","0.5","0","0","0","0.481","0.49","10.05","10.152","9.387","9.559",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.64,108.6617843,86.20505992,3853.395473,416.2183755,16.49800266,1.304936751,14.41411451,0.219960053,0.966601198,8.292276964,78.36218375,33.94141145,22.89907669,0.684243897,"28","72"
81,2017,"VI","N1","3","VI_N1_3","2017_VI_N1_3","N","10.056","9.945","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","94","18","18","2","4","203","0","0","2","0","0.493","0.496","10.018","10.16","9.363","9.572",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.61,56.63487738,128.2799728,1338.405995,206.7813351,2.754976158,0.86221049,5.786784741,0.249700272,0.696270436,4.550408719,102.7554496,31.26702997,8.715040721,0.771976667,"37","63"
82,2017,"VI","N2","1","VI_N2_1","2017_VI_N2_1","N","10.272","9.93","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","87","9","21","11","4","246","0","0","0","0","0.496","0.495","9.956","9.999","9.542","9.392",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.46,66.5410498,62.06931359,1189.03432,228.102288,2.725898385,0.393781965,6.456931359,0.238549798,0.65134253,3.940107672,91.85060565,31.02624495,7.973607535,0.857178351,"37","63"
83,2017,"VI","N2","2","VI_N2_2","2017_VI_N2_2","N","","10.031","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","95","15","29","1","5","225","","","0","0","0.49","0.487","10.182","9.92","9.222","9.307",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.15,73.40517241,73.93899204,1918.305703,252.3806366,6.057692308,0.656312997,8.574270557,0.21770557,0.840394562,5.699602122,43.6704244,20.41777188,11.84932454,0.89043641,"29","71"
84,2017,"VI","N2","3","VI_N2_3","2017_VI_N2_3","N","10.196","10.054","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","95","3","11","4","4","194","0.5","0","0.5","0","0.493","0.487","10.067","10.111","9.537","9.521",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.21,66.11036339,95.17496635,1297.187079,212.8499327,1.992294751,0.38128533,6.490578735,0.220736878,0.624010767,3.647375505,34.65343203,13.82570659,8.474021213,0.704402516,"40","60"
85,2017,"IS","F1","1","IS_F1_1","2017_IS_F1_1","F","10.367","10.039","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","79","5","6","6","3","237","2","","0.5","","0.492","0.497","9.841","10.134","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.03,2.810344828,37.40344828,335.0586207,32.42068966,7.227586207,0.000755172,12.24827586,0.170217241,0.431675862,10.81034483,15.07586207,3.070768966,5.438577454,0.753588173,"64","36"
86,2017,"IS","F1","2","IS_F1_2","2017_IS_F1_2","F","9.962","10.088","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","66","4","4","9","6","321","2","","0.5","","0.487","0.49","9.772","10.028","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.14,2.250351617,32.76019691,364.7433193,34.51476793,6.891701828,0.000770042,13.11181435,0.17468706,0.505682138,11.21659634,18.97679325,3.632208158,5.4639102,0.833440735,"32","68"
87,2017,"IS","F1","3","IS_F1_3","2017_IS_F1_3","F","10.148","10.154","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","80","5","5","7","0","135","2","","0.5","","0.49","0.494","9.64","9.997","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.19,1.283309958,29.78962132,400.1928471,30.08765778,7.836605891,0.000767882,13.75525947,0.190620617,0.669453015,11.80925666,20.08765778,3.877980365,5.982412671,0.983995258,"30","70"
88,2017,"IS","F2","1","IS_F2_1","2017_IS_F2_1","F","9.755","10.421","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","87","3","8","11","3","206","0.5","","0.5","","0.489","0.489","9.906","10.016","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.82,2.927083333,49.16319444,326.3506944,35.125,9.302083333,0.000760417,20.15972222,0.128520833,0.584913194,15.96527778,13.07638889,4.138888889,7.116220378,1.058850391,"24","54"
89,2017,"IS","F2","2","IS_F2_2","2017_IS_F2_2","F","9.849","10.155","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","71","11","12","13","0","245","0.5","","0.5","","0.489","0.499","9.792","9.496","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.03,2.568870523,39.09779614,327.0867769,37.09710744,7.627410468,0.000754132,14.31473829,0.143195592,0.788099174,15.02066116,13.83264463,3.502066116,6.340042899,0.976256306,"14","86"
90,2017,"IS","F2","3","IS_F2_3","2017_IS_F2_3","F","9.927","9.974","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","56","8","10","10","1","195","0.5","","0.5","","0.499","0.494","9.97","9.44","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.78,1.983848315,38.05126404,303.184691,39.23455056,6.896067416,0.000768961,16.50632022,0.139094101,0.673567416,16.23595506,14.30126404,3.306885534,7.005655943,1.063016544,"19","81"
91,2017,"IS","N1","1","IS_N1_1","2017_IS_N1_1","N","10.162","10.009","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","65","16","12","6","3","279","0.5","","2","","0.493","0.492","10.134","10.124","","",1.385,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.83,2.29254571,34.05766526,267.2433193,35.19338959,4.866385373,0.000770042,14.4092827,0.138206751,0.522081575,19.18424754,15.73839662,2.697246835,6.654231006,0.761573348,"10","97"
92,2017,"IS","N1","2","IS_N1_2","2017_IS_N1_2","N","10.13","10.085","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","55","3","10","7","2","219","0.5","","0.5","","0.487","0.497","10.286","10.12","","",1.385,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.8,3.441295547,83.44129555,271.6396761,34.63225371,6.906207827,0.000738866,14.06207827,0.153235493,0.40138664,11.62618084,13.75506073,3.18772942,6.284394161,0.765612419,"",""
93,2017,"IS","N1","3","IS_N1_3","2017_IS_N1_3","N","9.652","10.128","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","78","12","7","6","1","350","0.5","","0.5","","0.496","0.493","10.267","10.128","","",1.385,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.92,1.297335203,34.44950912,315.6591865,32.91374474,5.448807854,0.000767882,15.59607293,0.200852034,0.591013324,20.91865358,16.59186536,3.198720196,6.621866887,0.881906155,"8","97"
94,2017,"IS","N2","1","IS_N2_1","2017_IS_N2_1","N","9.865","10.036","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","","","","","","","0.5","","0.5","","0.488","0.493","9.675","9.929","","",1.385,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.13,1.933514247,37.56105834,326.8046133,32.17774763,6.438263229,0.000742877,11.57055631,0.148012212,0.415305292,9.942333786,10.82767978,3.001964043,5.652479184,0.756544319,"9","44"
95,2017,"IS","N2","2","IS_N2_2","2017_IS_N2_2","N","9.593","9.904","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","67","10","5","8","1","237","0","","0.5","","0.491","0.491","9.979","10.269","","",1.385,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.99,1.415540541,32.31081081,287.875,43.29054054,3.275868243,0.000739865,11.84797297,0.141871622,0.547983108,17.59797297,17.65878378,2.928847973,6.434151841,0.958439355,"",""
96,2017,"IS","N2","3","IS_N2_3","2017_IS_N2_3","N","10.109","10.279","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","","","","","","","0.5","","0.5","","0.497","0.492","9.809","9.981","","",1.385,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.24,2.052957359,34.19876204,414.8762036,35.22696011,4.821182944,0.000753095,13.05020633,0.127341816,0.547544704,10.14099037,18.03645117,3.521320495,6.109231457,0.929221036,"1","89"
97,2017,"DS","F1","1","DS_F1_1","2017_DS_F1_1","F","10.002","10.06","DS","","","","","","","EGGPLANT","80","9","21","20","3","263","0.5","0","0.5","0","0.489","0.487","10.013","10.002","9.287","9.367",1.37,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.38,37.02945402,127.9166667,832.1587644,288.0998563,2.584249282,0.208347701,13.04238506,0.160154454,0.353548851,3.742816092,33.02801724,19.32471264,6.849420654,1.280851982,"10","90"
98,2017,"DS","F1","2","DS_F1_2","2017_DS_F1_2","F","10.007","10.006","DS","","","","","","","EGGPLANT","87","10","29","15","10","276","2","0","2","0","0.495","0.501","10.031","10.079","9.927","9.507",1.37,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.48,47.6572327,72.11871069,830.1572327,316.5683962,2.080259434,0.171784591,6.745283019,0.100220126,0.267472484,2.757889151,43.21933962,16.99685535,6.930055914,0.987519501,"2","98"
99,2017,"DS","F1","3","DS_F1_3","2017_DS_F1_3","F","10.072","10.002","DS","","","","","","","EGGPLANT","92","","","","","","0.5","0","0.5","0","0.495","0.496","10.087","10.045","9.694","9.538",1.37,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.24,39.97356495,78.86329305,778.4214502,274.7205438,1.914248489,0.091891994,10.24169184,0.097854985,0.240891239,2.91021148,32.45090634,8.916163142,6.345611389,1.045950434,"29","71"
100,2017,"DS","F2","1","DS_F2_1","2017_DS_F2_1","F","10.15","10.087","DS","","","","","","","EGGPLANT","97","9","14","5","8","205","2","0","2","0","0.486","0.49","10.012","10.051","9.558","9.493",1.37,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.58,52.14678179,75.19623234,880.4199372,341.1342229,1.419733124,0.197394035,8.697017268,0.136813187,0.350160911,2.596479592,56.24411303,18.60282575,7.390599571,1.171171171,"6","94"
101,2017,"DS","F2","2","DS_F2_2","2017_DS_F2_2","F","10.07","","DS","","","","","","","EGGPLANT","98","28","22","20","26","242","0.5","0","2","0","0.496","0.495","10.058","10.048","9.418","9.438",1.37,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.47,50.40277778,95.82638889,795.5833333,294.9513889,1.239322917,0.171777778,5.770833333,0.081788194,0.25959375,2.954090278,31.88541667,7.038194444,6.64063128,0.970390998,"6","94"
102,2017,"DS","F2","3","DS_F2_3","2017_DS_F2_3","F","10.082","10.077","DS","","","","","","","EGGPLANT","99","10","34","16","7","361","2","0","0.5","0","0.49","0.488","10.018","10.006","9.533","9.465",1.37,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.81,64.76086957,104.726087,945.2304348,369.9956522,1.504230435,0.299234783,7.791304348,0.142717391,0.352073913,2.987304348,43.3,18.66086957,8.026745076,1.310639404,"22","78"
103,2017,"DS","N1","1","DS_N1_1","2017_DS_N1_1","N","10.078","10.048","DS","","","","","","","EGGPLANT","102","19","35","17","13","242","2","0","0","0","0.489","0.496","10.074","10.056","9.767","9.699",1.295,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.44,44.81481481,64.20692432,809.8470209,318.7640902,1.132624799,0.131747182,7.733494364,0.083558776,0.264166667,2.85239533,46.46940419,17.69726248,6.826267599,1.231610805,"14","86"
104,2017,"DS","N1","2","DS_N1_2","2017_DS_N1_2","N","9.999","10.031","DS","","","","","","","EGGPLANT","98","22","41","27","21","322","2","0","5","0","0.499","0.482","10.06","10.072","9.365","9.434",1.295,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.21,45.73529412,86.4668175,824.9736048,320.1168929,1.541568627,0.151417798,11.97963801,0.106289593,0.306549774,2.723242836,46.80618401,19.54751131,6.969919738,1.350812113,"1","54"
105,2017,"DS","N1","3","DS_N1_3","2017_DS_N1_3","N","10.028","10.036","DS","","","","","","","EGGPLANT","92","38","41","32","10","312","0.5","0","0.5","0","0.487","0.49","10.007","10.096","9.535","9.498",1.295,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.66,37.76771005,75.33772652,945.3830313,384.0856672,2.3692257,0.145918451,7.845963756,0.13378089,0.318047776,3.102944811,83.09719934,104.5263591,8.067837938,1.066280967,"21","79"
106,2017,"DS","N2","1","DS_N2_1","2017_DS_N2_1","N","10.05","10.061","DS","","","","","","","EGGPLANT","101","16","39","29","15","283","0","0","0.5","0","0.488","0.457","10.083","10.013","9.455","9.972",1.295,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.27,39.66319444,83.53125,797.65625,306.5902778,2.595392361,0.136322917,10.57986111,0.097506944,0.294149306,2.515138889,40.37847222,12.85069444,6.714951224,1.112422289,"2","94"
107,2017,"DS","N2","2","DS_N2_2","2017_DS_N2_2","N","10.051","9.991","DS","","","","","","","EGGPLANT","95","15","49","12","4","356","10","0","0","0","0.5","0.489","10.028","10.069","9.641","9.519",1.295,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.72,30.69883527,73.36522463,932.9575707,383.7021631,2.050881864,0.149675541,8.344425957,0.102279534,0.304209651,3.161422629,102.8078203,72.8327787,7.997522396,1.180014233,"20","80"
108,2017,"DS","N2","3","DS_N2_3","2017_DS_N2_3","N","10.053","10.044","DS","","","","","","","EGGPLANT","104","34","66","15","25","418","0","0","0.5","0","0.49","0.49","10.089","10.051","9.78","9.593",1.295,"DS","DS","Monoculture","Eggplant","alifisol","san joaquin","loam",-119.643566,36.7416301,"","",5,10,10,0.333,0.667,0,7.68,39.64776632,71.16408935,921.0266323,380.6958763,2.253217354,0.210936426,7.555841924,0.107998282,0.338707045,3.300545533,83.66408935,92.19931271,7.907596507,1.09596455,"100","0"
109,2017,"GA","F1","1","GA_F1_1","2017_GA_F1_1","F","10.128","10.031","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","57","7","14","3","0","120","0","0","5","0","0.486","0.492","10.037","9.912","","",1.28,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,8.27,9.215817694,31.81300268,624.8827078,72.45978552,1.465700402,0.206662198,3.920911528,0.368947721,0.241273458,0.717483244,36.33713137,5.784182306,3.799709385,0.78791237,"19","81"
110,2017,"GA","F1","2","GA_F1_2","2017_GA_F1_2","F","9.986","10.127","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","64","6","24","2","0","99","0","0","0","0","0.489","0.496","10.033","9.944","","",1.28,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,8.04,9.1,37,543.2066667,62.57666667,1.280916667,0.16119,3.703333333,0.296956667,0.210943333,0.774,21.58333333,4.35,3.323585987,0.690767979,"12","88"
111,2017,"GA","F1","3","GA_F1_3","2017_GA_F1_3","F","10.391","10.314","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","86","10","16","6","0","158","0","0","0","0","0.497","0.487","10.401","9.9","","",1.28,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,8.05,9.578804348,26.53872283,613.3220109,73.80095109,1.495244565,0.189076087,4.191576087,0.370013587,0.214592391,0.779735054,36.16508152,5.268342391,3.739409854,0.771428177,"3","97"
112,2017,"GA","F2","1","GA_F2_1","2017_GA_F2_1","F","10.255","10.025","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","53","6","11","12","1","132","0","0","2","0","0.49","0.488","10.165","10.096","","",1.28,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,8.08,13.10848401,61.42211405,640.5285118,68.60222531,1.438233658,0.280810153,4.015994437,0.362402643,0.247945063,0.760020862,24.68011127,5.396383866,3.922045687,0.73857875,"4","96"
113,2017,"GA","F2","2","GA_F2_2","2017_GA_F2_2","F","10.185","10.007","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","63","5","15","14","0","180","0","0","2","0","0.488","0.486","10.32","9.913","","",1.28,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,8.13,9.55786736,32.90637191,783.0494148,83.70611183,1.467438231,0.229375813,4.356306892,0.420952536,0.252005852,0.808992198,36.06306892,6.976592978,4.685522264,0.844114139,"25","86"
114,2017,"GA","F2","3","GA_F2_3","2017_GA_F2_3","F","10.062","9.92","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","67","4","23","8","0","169","0","0","0","0","0.488","0.499","10.477","10.037","","",1.28,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,8.16,11.73822715,49.42174515,753.6668975,91.83864266,1.50682133,0.247150277,4.44598338,0.368469529,0.242822022,0.839033934,30.68213296,7.03601108,4.647508572,0.740065877,"5","95"
115,2017,"GA","N1","1","GA_N1_1","2017_GA_N1_1","N","10.114","9.912","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","65","4","14","9","0","148","0","0","5","0","0.495","0.489","10.325","9.936","","",1.23,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,8.33,8.116438356,34.8390411,632.2328767,80.12671233,1.570945205,0.253273973,4.48630137,0.455969178,0.220366438,0.658794521,47.39041096,7.72260274,3.907043121,0.745111903,"3","97"
116,2017,"GA","N1","2","GA_N1_2","2017_GA_N1_2","N","10.133","9.91","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","59","2","13","8","0","176","0","0","0","0","0.491","0.491","10.147","10.077","","",1.23,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,8.62,14.63165075,39.75102319,789.5190996,92.36698499,2.040153479,0.364798772,4.150750341,0.655740109,0.259621419,1.174140518,77.17598909,11.84174625,4.806366953,0.679950757,"10","90"
117,2017,"GA","N1","3","GA_N1_3","2017_GA_N1_3","N","10.332","9.92","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","55","7","20","5","7","338","0","0","2","0","0.489","0.488","10.326","10.021","","",1.23,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,6.96,5.782548476,28.033241,487.132964,48.71883657,2.006256925,0.058189058,4.324792244,0.538292936,0.232060249,1.385554017,33.61149584,3.992382271,2.906695814,0.650828453,"11","89"
118,2017,"GA","N2","1","GA_N2_1","2017_GA_N2_1","N","9.999","9.908","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","64","1","9","6","0","133","0","0","5","0","0.493","0.495","10.403","10.022","","",1.23,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,8.03,16.78224688,40.90152566,848.4257975,83.26629681,1.913418863,0.311088766,3.959778086,0.461303745,0.271262136,1.221809986,23.85575589,6.359223301,5.0292471,0.836742283,"22","78"
119,2017,"GA","N2","2","GA_N2_2","2017_GA_N2_2","N","10.277","9.953","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","65","2","6","4","2","217","0","0","0.5","0","0.483","0.5","10.104","9.933","","",1.23,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,7.53,7.841207349,70.30511811,496.6076115,56.332021,1.845318241,0.080564304,3.307086614,0.345803806,0.200036089,1.031377953,22.92322835,3.546587927,3.124584421,0.696442496,"23","77"
120,2017,"GA","N2","3","GA_N2_3","2017_GA_N2_3","N","10.355","9.92","GA","10/14/17","NR/MB","","","51.5","65.9","EGGPLANT","56","5","10","10","4","334","0","0","0","0","0.496","0.5","10.33","10.135","","",1.23,"GA","GA","Monoculture","Eggplant","entisol","delhi","loamy sand",-119.634251,36.5643661,"","",14,0,0,0.933,0,0.07,7.54,5.836707152,45.86369771,588.2253711,69.56477733,1.914473684,0.135748988,3.937246964,0.269227395,0.222405533,0.797446019,22.3582996,4.203778677,3.628628408,0.988066564,"7","93"
